tracking_id,order_date,delivery_date,carrier,origin_warehouse,destination_city,weight_kg,distance_km,status,vehicle_type,shipping_cost_eur,customer_name,phone,lat,lon
FR-385916,2025-07-18,2025-07-22,Unknown,Lyon Distribution Center,Nantes,2720.4,664.1,Livré,gros_camion,463.02,b4b018a4be786430,bacc160a19020422,47.21901,-1.61343
FR-648723,2025-07-13,2025-07-20,FedEx,Bordeaux Logistics Park,Nantes,221.3,696.7,Livré,avion,358.6,176085ab92f665ad,ac0fa50c0934d6f2,47.2632,-1.58351
FR-148591,2025-07-11,2025-07-14,GLS,Paris-CDG Hub,Rouen,233.6,819.9,Livré,petit_camion,83.39,2bfcfe607c0a5f31,a86a725d83506a69,49.38599,1.04327
FR-475665,2025-07-27,2025-07-28,Kuehne+Nagel,Lyon Distribution Center,Le Havre,244.4,54.4,Retardé,avion,321.93,46b06486d10dd744,f7aab8a9330f8c9e,49.59232,0.1498
FR-469552,2025-07-17,2025-07-29,GLS,Marseille Port Depot,Grenoble,4790.9,85.3,Livré,gros_camion,419.08,cca89aaad52adbdd,ce21daa4e8ae36d5,45.17038,5.76159
FR-956899,2025-07-29,2025-08-11,Unknown,Paris-CDG Hub,Perpignan,4.7,318.5,Livré,fourgonnette,6.29,c8796666bc9acaab,4df1766dd4f6693d,42.64279,2.92685
FR-360186,2025-07-27,2025-08-06,Chronopost,Paris-CDG Hub,Lille,35.1,827.4,Livré,avion,364.81,abbd60b0df7fec89,b3cf4b6cba42804d,50.58519,3.00632
FR-465208,2025-07-30,,DB Schenker,Bordeaux Logistics Park,Nice,6174.0,316.3,En transit,train,339.14,2e49ed8efc869923,8fc594eeb41c6784,43.58677,7.28974
FR-274981,2025-07-22,2025-08-01,UPS,Marseille Port Depot,Metz,4918.7,550.8,Retardé,train,348.04,f057aa1333d44acb,525e8244fa09dff1,49.09242,6.23185
FR-212105,2025-07-25,2025-07-30,GLS,Paris-CDG Hub,Lille,3040.6,72.8,Retourné,gros_camion,328.87,0a09e9b5dbb0d8ab,9d96c0ce2c886708,50.5981,3.09889
FR-316651,2025-07-27,2025-08-05,Unknown,Paris-CDG Hub,Bordeaux,5320.8,400.0,Livré,train,350.91,bebe00cf88981ebb,7a0b7f3e0a076ce2,44.83713,-0.59634
FR-739120,2025-07-20,2025-07-31,DHL,Paris-CDG Hub,Angers,83.5,346.2,Livré,avion,273.77,ba12f74cff0e9464,df717d15e885121d,47.46545,-0.57259
FR-455887,2025-07-19,2025-07-25,UPS,Lyon Distribution Center,Toulouse,111.4,707.2,Livré,avion,424.02,64be089ea6398de1,ef00f844e46fafbe,43.66756,1.46105
FR-871469,2025-07-25,,FedEx,Paris-CDG Hub,Nantes,6067.3,926.8,En attente,train,397.03,867749e4b7692143,c01e66eb1ee7b4d9,47.17514,-1.49807
FR-309304,2025-07-16,,Kuehne+Nagel,Marseille Port Depot,Montpellier,303.6,138.3,En attente,petit_camion,76.01,dc995e4ea96bebf0,d91b35a49b69552a,43.55749,4.00867
FR-354084,2025-07-27,,XPO Logistics,Paris-CDG Hub,Paris,581.5,146.2,En transit,petit_camion,102.23,6e21cb30cd3271a9,89a176720d8e7d40,48.82907,2.37768
FR-929347,2025-07-06,,Kuehne+Nagel,Paris-CDG Hub,Lyon,410.7,457.8,En transit,petit_camion,103.47,97c134953eabb671,d51319927a9a9540,45.7078,4.86386
FR-832790,2025-07-28,2025-08-05,DHL,Paris-CDG Hub,Marseille,701.2,360.7,Livré,petit_camion,107.62,dabcb1d63f05e568,001210daf86eb48b,43.26599,5.31526
FR-935358,2025-07-28,2025-08-02,DB Schenker,Paris-CDG Hub,Bordeaux,73.1,696.9,Livré,avion,207.32,b4b018a4be786430,944d47bd8ab9faaa,44.90826,-0.60357
FR-380064,2025-07-25,2025-07-29,FedEx,Bordeaux Logistics Park,La Rochelle,139.9,461.6,Retourné,avion,319.91,2210da77fef00168,aa45ca02d026ae58,46.1481,-1.13636
FR-489666,2025-07-15,2025-07-24,UPS,Marseille Port Depot,Nantes,2022.5,547.7,Livré,train,280.43,ff07dd0896d16f31,83dcc8ff5d043d49,47.28075,-1.5102
FR-110638,2025-07-05,2025-07-10,DHL,Paris-CDG Hub,Toulon,6522.5,862.2,Livré,train,359.03,ae8ce543547ae3d4,b20b91ece65aaae5,43.11277,5.91813
FR-745687,2025-07-30,2025-08-11,GLS,Paris-CDG Hub,Paris,3238.2,737.7,Livré,train,320.81,867749e4b7692143,07fd23985b984ad1,48.8861,2.47922
FR-624324,2025-07-29,2025-08-01,UPS,Marseille Port Depot,Paris,65.2,580.5,Retardé,petit_camion,81.71,93141cbfc2990e76,779ece2c27a390d6,48.83077,2.30104
FR-124918,2025-07-10,2025-07-23,Unknown,Paris-CDG Hub,Calais,2740.0,1041.7,Livré,train,349.0,57305694cae2b1d0,4b01b1a3266a3c4c,50.91554,1.85387
FR-573818,2025-07-16,2025-07-17,GLS,Marseille Port Depot,Paris,3515.8,997.7,Livré,gros_camion,443.0,d23122a5cb6fdbb4,21090e45e99563dd,48.86929,2.26255
FR-481784,2025-07-25,2025-07-29,GLS,Marseille Port Depot,Rennes,6227.1,542.3,Retardé,train,385.83,6dd72298f13e566b,d3184fea2a5ddf54,48.15785,-1.56327
FR-360705,2025-07-10,2025-07-13,FedEx,Bordeaux Logistics Park,Bordeaux,43.5,798.9,Livré,avion,355.43,a411faa4604af305,9f6c3ad8d0393056,44.87189,-0.53107
FR-983706,2025-07-29,2025-08-03,Kuehne+Nagel,Marseille Port Depot,Bayonne,211.7,434.1,Retardé,avion,428.27,076d9a82acb00f0c,afefa1f3426496ab,43.49351,-1.47986
FR-364491,2025-07-15,2025-07-27,Unknown,Lyon Distribution Center,Perpignan,38.2,188.3,Livré,fourgonnette,13.82,75a44226210eb23d,284c5bc28bcd8a20,42.55346,2.89007
FR-420739,2025-07-27,2025-08-07,Kuehne+Nagel,Bordeaux Logistics Park,Nice,1554.6,830.0,Livré,gros_camion,380.2,3714a4bb9c0df2e3,515aef777a8b4493,43.72753,7.22774
FR-495252,2025-07-07,2025-07-20,Chronopost,Bordeaux Logistics Park,Nantes,5904.4,921.3,Livré,train,331.91,4539984fb9bfe688,3abd8bba46d7754a,47.21363,-1.60918
FR-276282,2025-07-01,2025-07-09,Kuehne+Nagel,Paris-CDG Hub,Marseille,701.8,669.4,Livré,petit_camion,158.21,75a44226210eb23d,abe7883983af209f,43.33523,5.37876
FR-280786,2025-07-18,2025-07-28,FedEx,Lyon Distribution Center,Marseille,,1108.7,Retardé,avion,484.95,b5eaeda6f050b47c,01195a57875f2c1e,43.35732,5.25017
FR-191080,2025-07-27,2025-08-01,UPS,Bordeaux Logistics Park,Limoges,98.1,493.9,Livré,avion,306.01,be6b5843204f29e6,ec6e667291f2aad5,45.88556,1.2876
FR-967415,2025-07-11,2025-07-17,GLS,Lyon Distribution Center,Toulon,1366.4,1163.5,Livré,train,353.19,89b72f42de629ac1,d21ea84d50fd99c6,43.13156,5.89398
FR-476924,2025-07-09,2025-07-18,Kuehne+Nagel,Bordeaux Logistics Park,Caen,15.0,104.2,Livré,fourgonnette,11.18,4539984fb9bfe688,402d60a733d6f974,49.13884,-0.4304
FR-169000,2025-07-20,2025-07-23,DHL,Bordeaux Logistics Park,Lyon,653.5,174.1,Livré,petit_camion,132.84,588860b1c06a5a7a,6ab380cff314e390,45.78609,4.80258
FR-873164,2025-07-27,2025-08-01,DHL,Bordeaux Logistics Park,Bordeaux,541.5,507.9,Livré,petit_camion,138.51,6b16b395ec3a9551,b427fd9de49aab23,44.78296,-0.5381
FR-305459,2025-07-09,2025-07-14,DHL,Paris-CDG Hub,Lyon,6192.7,618.7,Livré,train,377.43,420ccf90b5c7ed29,a19e5a85099eb342,45.68779,4.87141
FR-159622,2025-07-08,2025-07-18,XPO Logistics,Paris-CDG Hub,Nice,73.0,972.7,Livré,avion,392.18,ba12f74cff0e9464,9ba45f696ecd4d3c,43.70016,7.41109
FR-978383,2025-07-07,2025-07-19,Kuehne+Nagel,Paris-CDG Hub,Quimper,,452.0,Retardé,train,297.27,57305694cae2b1d0,d8e77c4808f202d2,48.02005,-4.15125
FR-125938,2025-07-29,2025-08-09,Unknown,Paris-CDG Hub,Paris,4496.2,1034.2,Retourné,train,393.56,6dcb5f2757af7881,fe655145c5767c14,48.83348,2.37277
FR-870644,2025-07-07,2025-07-08,FedEx,Bordeaux Logistics Park,Nantes,512.3,457.9,Retardé,train,205.63,588860b1c06a5a7a,d62a6bbe6d9e40ed,47.25318,-1.40939
FR-427252,2025-07-18,2025-07-31,FedEx,Bordeaux Logistics Park,Tours,6640.3,727.8,Livré,train,363.52,b8ed8df564cec2ef,4ab55b177a2da167,47.32224,0.62369
FR-162780,2025-07-29,2025-07-31,DHL,Paris-CDG Hub,Bordeaux,133.4,650.0,Retourné,avion,293.83,232c9d11c882ea2c,e6341b42d9c6acb8,44.81589,-0.60611
FR-620616,2025-07-17,2025-07-24,DHL,Paris-CDG Hub,Strasbourg,2007.3,791.5,Livré,gros_camion,456.61,176085ab92f665ad,b747efefe4963a45,48.55335,7.84563
FR-451136,2025-07-05,,Kuehne+Nagel,Paris-CDG Hub,Bordeaux,2196.2,385.5,En transit,gros_camion,296.41,dabcb1d63f05e568,d65032392765c613,44.8471,-0.52617
FR-705409,2025-07-24,2025-08-01,FedEx,Paris-CDG Hub,Lyon,1321.0,1074.4,Livré,train,346.74,309f7e2638c05965,325b01a225edd752,45.83019,4.77911
FR-155479,2025-07-23,2025-07-28,Unknown,Paris-CDG Hub,Amiens,215.3,16.5,Livré,avion,236.39,ba12f74cff0e9464,912861ebf200b143,49.92275,2.31847
FR-618490,2025-07-06,,Chronopost,Bordeaux Logistics Park,Toulon,2955.3,165.3,En transit,gros_camion,338.07,a9bc7e3c6079a06c,26dffce9e5848534,43.0322,5.92639
FR-154225,2025-07-02,,DB Schenker,Marseille Port Depot,Metz,13.3,1055.7,En attente,fourgonnette,11.66,2e49ed8efc869923,7f2811650f654263,49.15219,6.17222
FR-969559,2025-07-17,,DHL,Bordeaux Logistics Park,Ajaccio,16.8,709.5,En transit,fourgonnette,19.39,ba12f74cff0e9464,2b005cb10628b26b,41.99093,8.72271
FR-896657,2025-07-21,2025-08-03,FedEx,Lyon Distribution Center,Vannes,3578.9,1174.6,Retardé,gros_camion,524.74,abbd60b0df7fec89,5c5918d2e90c999c,47.63345,-2.75693
FR-703291,2025-07-12,2025-07-19,UPS,Bordeaux Logistics Park,Paris,,455.7,Retardé,train,282.34,6dcb5f2757af7881,c926a8a026383e7c,48.80838,2.33069
FR-910421,2025-07-26,,UPS,Marseille Port Depot,Clermont-Ferrand,106.4,110.6,En transit,avion,268.96,57305694cae2b1d0,21b45d8da979e8cc,45.79929,3.08707
FR-789608,2025-07-24,2025-08-03,DHL,Bordeaux Logistics Park,Quimper,240.6,1082.8,Retardé,avion,439.17,ac1dabffaec6f025,f7251e80e85f9789,48.04308,-4.04108
FR-631885,2025-07-22,2025-08-01,Kuehne+Nagel,Paris-CDG Hub,Lille,115.2,354.2,Livré,avion,357.99,dabcb1d63f05e568,7c9e58b2f26ee3dd,50.62992,3.06511
FR-975584,2025-07-15,2025-07-19,UPS,Marseille Port Depot,Valence,6964.1,681.5,Livré,train,375.83,75a44226210eb23d,196e5da1bdee4b57,44.87812,4.93575
FR-897124,2025-07-06,2025-07-14,DHL,Marseille Port Depot,Lyon,4254.0,77.8,Livré,gros_camion,376.1,d1d9c071e6672d29,228d2af9eaf36a57,45.82047,4.86978
FR-911527,2025-07-05,2025-07-17,XPO Logistics,Lyon Distribution Center,Lyon,3583.7,1046.1,Livré,gros_camion,562.4,213616dfc61bfad5,d7ace717e5d5fba1,45.73145,4.804
FR-117413,2025-07-19,2025-07-25,UPS,Marseille Port Depot,Toulon,308.6,559.6,Livré,petit_camion,100.26,a411faa4604af305,151f6be49dc0a641,43.08585,6.00188
FR-994287,2025-07-24,,UPS,Marseille Port Depot,Lyon,201.0,523.8,En transit,avion,427.12,232c9d11c882ea2c,dc2aba9500e3007c,45.79312,4.86151
FR-441396,2025-07-06,2025-07-18,Unknown,Paris-CDG Hub,Lyon,3699.7,56.8,Livré,gros_camion,388.66,d1d9c071e6672d29,67a95c2abfb577ab,45.77308,4.79694
FR-973272,2025-07-20,2025-07-30,UPS,Bordeaux Logistics Park,Le Havre,3222.6,151.9,Retardé,gros_camion,304.01,232c9d11c882ea2c,7efd944b87854283,49.55328,0.09727
FR-747122,2025-07-21,2025-07-25,DHL,Paris-CDG Hub,Lyon,3388.3,538.2,Livré,gros_camion,386.23,9f825829469aca3d,ed1d59158425cce5,45.74895,4.80413
FR-968173,2025-07-04,2025-07-11,DB Schenker,Paris-CDG Hub,Saint-Étienne,130.4,614.7,Livré,petit_camion,102.66,964fb47ecc48fb44,52e12634f25eb0d6,45.44281,4.34658
